renewable_resource,carrier,installed_capacity_mw,official_connection_bus,response_zone_id,constraint_group_count,mode_id,branch,flow_sign,normalized_positive_relief,relief_mw_per_mw_curtailment,mapping_method
67073-1,wind,24.0,1251,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67073-2,wind,8.0,1251,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67083-1,wind,13.8,1651,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67084-1,wind,39.6,3621,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67144-1,wind,33.1,3561,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67213-1,wind,11.5,5301,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68087-1,wind,7.65,4981,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.2490188855301857,0.12785387188371342,official_model_generator_bus_assignment
68087-1,wind,7.65,4981,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.16198982402191453,0.1278538718836621,official_model_generator_bus_assignment
68087-1,wind,7.65,4981,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.17578757085499813,0.1278538718838686,official_model_generator_bus_assignment
68092-1,wind,66.0,2111,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68093-1,wind,4.7,1881,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68094-1,wind,13.8,4951,C003-Z001,1,2781-4951-1::-1,2781-4951-1,-1.0,0.9999999999991948,0.8112009327691501,official_model_generator_bus_assignment
68095-1,wind,34.0,68090,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68096-1,wind,84.0,66096,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68101-1,wind,6.0,4981,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.2490188855301857,0.12785387188371342,official_model_generator_bus_assignment
68101-1,wind,6.0,4981,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.16198982402191453,0.1278538718836621,official_model_generator_bus_assignment
68101-1,wind,6.0,4981,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.17578757085499813,0.1278538718838686,official_model_generator_bus_assignment
68104-1,solar,6.0,1121,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68108-1,wind,8.0,4951,C003-Z001,1,2781-4951-1::-1,2781-4951-1,-1.0,0.9999999999991948,0.8112009327691501,official_model_generator_bus_assignment
68115-1,wind,4.45,1881,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68123-1,wind,4.45,1881,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68128-1,wind,4.6,5221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68131-1,wind,13.8,5301,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68134-1,wind,32.4,1461,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68136-1,wind,35.95,3101,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68143-1,wind,2.55,1401,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.1273010513369163,0.06536023271343079,official_model_generator_bus_assignment
68143-1,wind,2.55,1401,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.08281088745533732,0.06536023271347416,official_model_generator_bus_assignment
68143-1,wind,2.55,1401,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.08986443953462425,0.0653602327132267,official_model_generator_bus_assignment
68145-2,solar,8.0,2161,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68148-1,wind,6.0,1251,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68154-1,wind,4.6,5301,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68157-1,wind,9.6,5301,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68158-1,wind,2.3,5301,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68165-1,wind,18.0,3461,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68175-1,wind,23.06,3821,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68181-1,wind,33.0,5274,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68190-1,wind,4.99,2141,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68190-2,wind,3.99,2141,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68195-1,wind,4.0,5361,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.999999999999827,0.5134304236061367,official_model_generator_bus_assignment
68195-1,wind,4.0,5361,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314263,0.5134304236059314,official_model_generator_bus_assignment
68195-1,wind,4.0,5361,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346176,0.5134304236067395,official_model_generator_bus_assignment
68204-1,wind,20.0,3581,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999999528,0.5134304236062013,official_model_generator_bus_assignment
68204-1,wind,20.0,3581,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038315564,0.5134304236060341,official_model_generator_bus_assignment
68204-1,wind,20.0,3581,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392345869,0.5134304236067172,official_model_generator_bus_assignment
68209-1,wind,18.0,1121,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68219-1,wind,4.5,5261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68222-1,wind,17.5,1281,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68223-1,wind,0.5,1341,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.702451179758894,0.36065980678630183,official_model_generator_bus_assignment
68223-1,wind,0.5,1341,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.4569530650289756,0.36065980678612053,official_model_generator_bus_assignment
68223-1,wind,0.5,1341,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.49587478584675937,0.36065980678684445,official_model_generator_bus_assignment
68224-1,wind,18.3,1881,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68233-1,wind,4.6,5261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68233-2,wind,4.4,5261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68240-1,wind,2.638,3821,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68241-1,wind,2.3,2181,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68244-1,wind,1.9,1341,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.702451179758894,0.36065980678630183,official_model_generator_bus_assignment
68244-1,wind,1.9,1341,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.4569530650289756,0.36065980678612053,official_model_generator_bus_assignment
68244-1,wind,1.9,1341,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.49587478584675937,0.36065980678684445,official_model_generator_bus_assignment
68247-1,wind,33.9,14010,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.12730105133691555,0.0653602327134304,official_model_generator_bus_assignment
68247-1,wind,33.9,14010,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.08281088745533709,0.06536023271347396,official_model_generator_bus_assignment
68247-1,wind,33.9,14010,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.08986443953462384,0.0653602327132264,official_model_generator_bus_assignment
68254-1,wind,2.65,4371,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.1802268622281783,0.09253395421903442,official_model_generator_bus_assignment
68254-1,wind,2.65,4371,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.11723977333773987,0.09253395421903254,official_model_generator_bus_assignment
68254-1,wind,2.65,4371,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.1272258617911656,0.09253395421898204,official_model_generator_bus_assignment
68260-1,wind,17.96,1571,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.8031079921996259,0.41234007663659916,official_model_generator_bus_assignment
68260-1,wind,17.96,1571,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.5224315499204739,0.41234007663641303,official_model_generator_bus_assignment
68260-1,wind,17.96,1571,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.5669305072282758,0.41234007663721967,official_model_generator_bus_assignment
68262-1,wind,25.3,3251,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68265-1,wind,9.0,3821,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68267-1,wind,4.99,1251,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68268-1,wind,4.2,1341,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.702451179758894,0.36065980678630183,official_model_generator_bus_assignment
68268-1,wind,4.2,1341,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.4569530650289756,0.36065980678612053,official_model_generator_bus_assignment
68268-1,wind,4.2,1341,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.49587478584675937,0.36065980678684445,official_model_generator_bus_assignment
68269-1,wind,20.0,1341,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.702451179758894,0.36065980678630183,official_model_generator_bus_assignment
68269-1,wind,20.0,1341,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.4569530650289756,0.36065980678612053,official_model_generator_bus_assignment
68269-1,wind,20.0,1341,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.49587478584675937,0.36065980678684445,official_model_generator_bus_assignment
68269-2,wind,3.6,1341,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.702451179758894,0.36065980678630183,official_model_generator_bus_assignment
68269-2,wind,3.6,1341,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.4569530650289756,0.36065980678612053,official_model_generator_bus_assignment
68269-2,wind,3.6,1341,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.49587478584675937,0.36065980678684445,official_model_generator_bus_assignment
68272-1,wind,89.85,1311,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68282-1,wind,5.82,1281,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68284-1,wind,6.9,5361,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.999999999999827,0.5134304236061367,official_model_generator_bus_assignment
68284-1,wind,6.9,5361,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314263,0.5134304236059314,official_model_generator_bus_assignment
68284-1,wind,6.9,5361,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346176,0.5134304236067395,official_model_generator_bus_assignment
68285-1,wind,9.2,4481,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68294-1,wind,11.5,3821,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68297-1,wind,42.64,6201,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68303-1,wind,4.799,1881,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68306-1,wind,9.762,36411,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68307-1,wind,3.95,36411,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68308-1,wind,5.4,4091,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.7405799756439374,0.3802362906091549,official_model_generator_bus_assignment
68308-1,wind,5.4,4091,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.4817563120695783,0.38023629060895026,official_model_generator_bus_assignment
68308-1,wind,5.4,4091,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.5227906898111411,0.38023629060969216,official_model_generator_bus_assignment
68311-1,wind,13.8,5221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68312-1,wind,12.5,4371,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.1802268622281783,0.09253395421903442,official_model_generator_bus_assignment
68312-1,wind,12.5,4371,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.11723977333773987,0.09253395421903254,official_model_generator_bus_assignment
68312-1,wind,12.5,4371,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.1272258617911656,0.09253395421898204,official_model_generator_bus_assignment
68323-1,wind,0.6,36411,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68402-1,wind,29.9,5191,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.8031079922002828,0.41234007663693645,official_model_generator_bus_assignment
68402-1,wind,29.9,5191,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.5224315499209005,0.4123400766367497,official_model_generator_bus_assignment
68402-1,wind,29.9,5191,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.5669305072286837,0.4123400766375163,official_model_generator_bus_assignment
68404-1,wind,16.1,2101,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68407-1,wind,9.4,1341,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.702451179758894,0.36065980678630183,official_model_generator_bus_assignment
68407-1,wind,9.4,1341,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.4569530650289756,0.36065980678612053,official_model_generator_bus_assignment
68407-1,wind,9.4,1341,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.49587478584675937,0.36065980678684445,official_model_generator_bus_assignment
68408-1,wind,8.28,5441,C003-Z001,0,,,,,,official_model_generator_bus_assignment
68410-1,wind,13.18,5271,C003-Z001,0,,,,,,official_model_generator_bus_assignment
69197-1,wind,17.5,17010,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.5574749844622874,0.2862246174223462,official_model_generator_bus_assignment
69197-1,wind,17.5,17010,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.36264428072347693,0.2862246174222014,official_model_generator_bus_assignment
69197-1,wind,17.5,17010,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.39353309738915887,0.2862246174228018,official_model_generator_bus_assignment
69335-1,wind,20.0,6931,C003-Z001,0,,,,,,official_model_generator_bus_assignment
70091-SN,wind,13.5,70010,C003-Z001,0,,,,,,official_model_generator_bus_assignment
70093-S1,wind,27.0,70010,C003-Z001,0,,,,,,official_model_generator_bus_assignment
70094-S2,wind,27.0,70010,C003-Z001,0,,,,,,official_model_generator_bus_assignment
70095-MM,wind,15.0,70010,C003-Z001,0,,,,,,official_model_generator_bus_assignment
70390-CR,solar,1.7,70311,C003-Z001,0,,,,,,official_model_generator_bus_assignment
70390-DP,solar,7.052,70311,C003-Z001,0,,,,,,official_model_generator_bus_assignment
70390-DR,solar,25.0,70311,C003-Z001,0,,,,,,official_model_generator_bus_assignment
70390-SR,solar,20.0,70311,C003-Z001,0,,,,,,official_model_generator_bus_assignment
70394-MF,solar,7.62,70311,C003-Z001,0,,,,,,official_model_generator_bus_assignment
71037-EL,wind,23.0,71011,C003-Z001,0,,,,,,official_model_generator_bus_assignment
71038-RS,wind,21.15,71011,C003-Z001,0,,,,,,official_model_generator_bus_assignment
71091-CG,wind,6.0,71011,C003-Z001,0,,,,,,official_model_generator_bus_assignment
71093-BR,solar,6.0,71011,C003-Z001,0,,,,,,official_model_generator_bus_assignment
73501-BR,wind,47.5,73500,C003-Z001,0,,,,,,official_model_generator_bus_assignment
74091-CH,wind,13.8,74011,C003-Z001,0,,,,,,official_model_generator_bus_assignment
75092-GR,wind,25.0,75010,C003-Z001,0,,,,,,official_model_generator_bus_assignment
75093-GA,wind,15.0,75010,C003-Z001,0,,,,,,official_model_generator_bus_assignment
75094-DM,wind,21.0,75010,C003-Z001,0,,,,,,official_model_generator_bus_assignment
75095-DB,wind,42.0,75010,C003-Z001,0,,,,,,official_model_generator_bus_assignment
77232-PT,wind,51.6,77212,C003-Z001,0,,,,,,official_model_generator_bus_assignment
77291-CA,wind,25.0,77210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
77292-CO,wind,36.0,77210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
77294-SG,wind,6.9,77210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
77591-CR,wind,17.5,77511,C003-Z001,0,,,,,,official_model_generator_bus_assignment
79091-CA,wind,16.9,79010,C003-Z001,0,,,,,,official_model_generator_bus_assignment
80700-SS,wind,16.1,80710,C003-Z001,0,,,,,,official_model_generator_bus_assignment
80701-CV,wind,7.5,80710,C003-Z001,0,,,,,,official_model_generator_bus_assignment
80702-TG,wind,11.0,80710,C003-Z001,0,,,,,,official_model_generator_bus_assignment
80797-S2,wind,18.8,80710,C003-Z001,0,,,,,,official_model_generator_bus_assignment
80798-AL,wind,14.1,80710,C003-Z001,0,,,,,,official_model_generator_bus_assignment
81530-CG,solar,23.1,81510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
81832-CA,wind,20.7,81810,C003-Z001,0,,,,,,official_model_generator_bus_assignment
81833-BH,wind,24.0,81810,C003-Z001,0,,,,,,official_model_generator_bus_assignment
81834-BC,wind,29.0,81810,C003-Z001,0,,,,,,official_model_generator_bus_assignment
83091-EH,wind,5.0,83011,C003-Z001,0,,,,,,official_model_generator_bus_assignment
83091-WB,wind,10.0,83011,C003-Z001,0,,,,,,official_model_generator_bus_assignment
83591-A1,wind,26.0,83510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
83592-A2,wind,11.7,83510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
84095-BA,solar,16.95,84011,C003-Z001,0,,,,,,official_model_generator_bus_assignment
84096-LR,solar,21.2,84011,C003-Z001,0,,,,,,official_model_generator_bus_assignment
84097-MR,solar,20.7,84011,C003-Z001,0,,,,,,official_model_generator_bus_assignment
84491-CU,wind,15.0,84412,C003-Z001,0,,,,,,official_model_generator_bus_assignment
85591-CH,wind,18.4,85510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
85592-CR,wind,32.2,85510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
85593-TH,wind,20.0,85510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
86332-BY,solar,4.99,86312,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87591-T1,wind,19.5,87510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87591-T2,wind,9.0,87510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87592-HH,wind,20.0,87510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87593-B1,wind,5.0,87510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87593-B2,wind,9.0,87510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87594-LE,wind,13.2,87510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87596-SC,wind,20.0,87510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87991-BR,solar,29.81,87900,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87992-AV,wind,18.0,87900,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87993-G1,wind,9.2,87900,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87994-LM,wind,27.6,87900,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87995-FR,solar,5.209,87900,C003-Z001,0,,,,,,official_model_generator_bus_assignment
87996-CE,wind,21.5,87900,C003-Z001,0,,,,,,official_model_generator_bus_assignment
89202-S2,wind,27.6,89210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
89591-O1,wind,5.5,89510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
89591-O2,wind,5.1,89510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
89592-BM,wind,9.0,89510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
89593-LH,wind,8.5,89510,C003-Z001,0,,,,,,official_model_generator_bus_assignment
90231-CC,wind,13.8,90210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
90232-CD,wind,12.5,90210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
90233-GO,wind,15.0,90210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
90234-IN,wind,13.8,90210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
90235-EM,wind,7.05,90210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
90236-CL,wind,12.85,90210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
90237-CR,wind,15.0,90210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
90540-LH,solar,9.0,90511,C003-Z001,0,,,,,,official_model_generator_bus_assignment
